TIME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,day_of_week,weeekday,date,month,TEMPRETURE,DEW,PRECIPITATION,RH,WIND SPD,WIND DIR
9,1,0,1,0,0,0,0,0,2,4,1,29,12,36,29,0,75,14,9 260
9,0,0,0,0,0,0,0,0,1,4,1,29,12,36,29,0,75,14,9 260
10,0,0,0,0,0,0,0,0,3,3,1,28,12,38,26,0,62,10,4 40
10,0,0,0,0,0,0,0,0,2,3,1,28,12,38,26,0,62,10,4 40
10,3,0,0,0,0,0,3,0,2,3,1,28,12,38,26,0,62,10,4 40
10,0,0,0,0,0,0,0,0,2,3,1,28,12,38,26,0,62,10,4 40
10,0,0,0,0,0,0,0,0,2,3,1,28,12,38,26,0,62,10,4 40
10,0,0,0,0,0,0,0,0,0,3,1,28,12,38,26,0,62,10,4 40
11,0,0,0,0,0,0,0,0,0,3,1,28,12,38,25,0,59,9.2,10
11,0,0,0,0,0,0,0,0,0,3,1,28,12,38,25,0,59,9.2,10
11,0,0,0,0,0,0,0,0,0,3,1,28,12,38,25,0,59,9.2,10
11,0,0,0,0,0,0,0,0,0,3,1,28,12,38,25,0,59,9.2,10
11,0,0,0,0,0,0,0,0,3,3,1,28,12,38,25,0,59,9.2,10
11,0,0,0,0,0,0,0,0,0,3,1,28,12,38,25,0,59,9.2,10
12,0,0,0,0,0,0,0,0,1,3,1,28,12,40,25,0,55,5.8,-1
12,1,0,0,0,0,0,1,0,0,3,1,28,12,40,25,0,55,5.8,-1
12,0,0,0,0,0,0,0,0,0,3,1,28,12,40,25,0,55,5.8,-1
12,0,0,0,0,0,0,0,0,2,3,1,28,12,40,25,0,55,5.8,-1
12,0,0,0,0,0,0,0,0,1,3,1,28,12,40,25,0,55,5.8,-1
12,0,0,0,0,0,0,0,0,1,3,1,28,12,40,25,0,55,5.8,-1
12,4,0,0,0,0,0,4,0,0,3,1,28,12,40,25,0,55,5.8,-1
12,0,0,0,0,0,0,0,0,1,3,1,28,12,40,25,0,55,5.8,-1
12,0,0,0,0,0,0,0,0,0,3,1,28,12,40,25,0,55,5.8,-1
13,0,0,0,0,0,0,0,0,0,3,1,28,12,40,25,0,55,6.9,-1
13,0,0,0,0,0,0,0,0,0,3,1,28,12,40,25,0,55,6.9,-1
13,1,0,0,0,0,0,1,0,1,3,1,28,12,40,25,0,55,6.9,-1
13,0,0,0,0,0,0,0,0,0,3,1,28,12,40,25,0,55,6.9,-1
13,0,0,0,0,0,0,0,0,3,3,1,28,12,40,25,0,55,6.9,-1
13,0,0,0,0,0,0,0,0,0,3,1,28,12,40,25,0,55,6.9,-1
13,0,0,0,0,0,0,0,0,1,3,1,28,12,40,25,0,55,6.9,-1
13,0,0,0,0,0,0,0,0,0,3,1,28,12,40,25,0,55,6.9,-1
13,0,0,0,0,0,0,0,0,0,3,1,28,12,40,25,0,55,6.9,-1
13,0,0,0,0,0,0,0,0,0,3,1,28,12,40,25,0,55,6.9,-1
13,1,0,1,0,0,0,0,0,0,3,1,28,12,40,25,0,55,6.9,-1
13,1,0,1,0,0,0,0,0,0,3,1,28,12,40,25,0,55,6.9,-1
13,0,0,0,0,0,0,0,0,1,3,1,28,12,40,25,0,55,6.9,-1
13,2,0,0,0,0,0,2,0,1,3,1,28,12,40,25,0,55,6.9,-1
14,0,0,0,0,0,0,0,0,1,3,1,28,12,40,25,0,55,6.9,-1
14,0,0,0,0,0,0,0,0,0,3,1,28,12,40,25,0,55,6.9,-1
14,0,0,0,0,0,0,0,0,1,3,1,28,12,40,25,0,55,6.9,-1
14,0,0,0,0,0,0,0,0,1,3,1,28,12,40,25,0,55,6.9,-1
14,1,0,0,0,0,0,1,0,1,3,1,28,12,40,25,0,55,6.9,-1
14,0,0,0,0,0,0,0,0,3,3,1,28,12,40,25,0,55,6.9,-1
14,0,0,0,0,0,0,0,0,1,3,1,28,12,40,25,0,55,6.9,-1
14,0,0,0,0,0,0,0,0,2,3,1,28,12,40,25,0,55,6.9,-1
14,0,0,0,0,0,0,0,0,1,3,1,28,12,40,25,0,55,6.9,-1
14,0,0,0,0,0,0,0,0,0,3,1,28,12,40,25,0,55,6.9,-1
14,0,0,0,0,0,0,0,0,1,3,1,28,12,40,25,0,55,6.9,-1
14,0,0,0,0,0,0,0,0,0,3,1,28,12,40,25,0,55,6.9,-1
14,0,0,0,0,0,0,0,0,1,3,1,28,12,40,25,0,55,6.9,-1
14,0,0,0,0,0,0,0,0,1,3,1,28,12,40,25,0,55,6.9,-1
15,0,0,0,0,0,0,0,0,2,3,1,28,12,40,26,0,57,9.2,60
15,0,0,0,0,0,0,0,0,3,3,1,28,12,40,26,0,57,9.2,60
15,0,0,0,0,0,0,0,0,1,3,1,28,12,40,26,0,57,9.2,60
15,0,0,0,0,0,0,0,0,1,3,1,28,12,40,26,0,57,9.2,60
15,0,0,0,0,0,0,0,0,3,3,1,28,12,40,26,0,57,9.2,60
16,0,0,0,0,0,0,0,0,3,3,1,28,12,39,24,0,55,9.2,60
20,0,0,0,0,0,0,0,0,3,4,1,17,11,46,45,0.02,96,4.6,-1
20,0,0,0,0,0,0,0,0,0,3,1,28,12,46,45,0.02,96,4.6,-1
20,0,0,0,0,0,0,0,0,1,3,1,28,12,46,45,0.02,96,4.6,-1
20,0,0,0,0,0,0,0,0,1,3,1,28,12,46,45,0.02,96,4.6,-1
20,0,0,0,0,0,0,0,0,1,3,1,28,12,46,45,0.02,96,4.6,-1
20,0,0,0,0,0,0,0,0,1,3,1,28,12,46,45,0.02,96,4.6,-1
20,0,0,0,0,0,0,0,0,2,3,1,28,12,46,45,0.02,96,4.6,-1
16,0,0,0,0,0,0,0,0,1,3,1,28,12,47,46,0,97,0,0
16,2,0,0,0,0,0,2,0,0,3,1,28,12,47,46,0,97,0,0
16,0,0,0,0,0,0,0,0,1,3,1,28,12,47,46,0,97,0,0
16,0,0,0,0,0,0,0,0,2,3,1,28,12,47,46,0,97,0,0
16,0,0,0,0,0,0,0,0,1,3,1,28,12,47,46,0,97,0,0
16,0,0,0,0,0,0,0,0,0,3,1,28,12,47,46,0,97,0,0
16,0,0,0,0,0,0,0,0,1,3,1,28,12,47,46,0,97,0,0
16,0,0,0,0,0,0,0,0,1,3,1,28,12,47,46,0,97,0,0
16,0,0,0,0,0,0,0,0,1,3,1,28,12,47,46,0,97,0,0
17,0,0,0,0,0,0,0,0,0,3,1,28,12,47.5,46,0,95,1.8,-
17,0,0,0,0,0,0,0,0,3,3,1,28,12,47.5,46,0,95,1.8,-
17,0,0,0,0,0,0,0,0,0,3,1,28,12,47.5,46,0,95,1.8,-
17,0,0,0,0,0,0,0,0,1,3,1,28,12,47.5,46,0,95,1.8,-
17,0,0,0,0,0,0,0,0,2,3,1,28,12,47.5,46,0,95,1.8,-
17,0,0,0,0,0,0,0,0,0,3,1,28,12,47.5,46,0,95,1.8,-
17,1,0,1,0,0,0,0,0,0,3,1,28,12,47.5,46,0,95,1.8,-
17,0,0,0,0,0,0,0,0,1,3,1,28,12,47.5,46,0,95,1.8,-
17,0,0,0,0,0,0,0,0,0,3,1,28,12,47.5,46,0,95,1.8,-
17,0,0,0,0,0,0,0,0,0,3,1,28,12,47.5,46,0,95,1.8,-
17,0,0,0,0,0,0,0,0,1,3,1,28,12,47.5,46,0,95,1.8,-
18,1,0,0,0,0,0,1,0,1,3,1,28,12,48,46,0.01,93,3.5,300
18,0,0,0,0,0,0,0,0,3,3,1,28,12,48,46,0.01,93,3.5,300
18,2,0,0,0,0,0,2,0,0,3,1,28,12,48,46,0.01,93,3.5,300
18,0,0,0,0,0,0,0,0,2,3,1,28,12,48,46,0.01,93,3.5,300
18,0,0,0,0,0,0,0,0,1,3,1,28,12,48,46,0.01,93,3.5,300
18,1,0,0,0,0,0,1,0,1,3,1,28,12,48,46,0.01,93,3.5,300
18,0,0,0,0,0,0,0,0,3,3,1,28,12,48,46,0.01,93,3.5,300
19,0,0,0,0,0,0,0,0,1,3,1,28,12,44,43,0.08,96,0,0
19,0,0,0,0,0,0,0,0,3,3,1,28,12,44,43,0.08,96,0,0
19,1,0,0,0,0,0,1,0,1,3,1,28,12,44,43,0.08,96,0,0
21,0,0,0,0,0,0,0,0,1,3,1,28,12,45,40,0,82,6.9,-1
21,0,0,0,0,0,0,0,0,1,3,1,28,12,45,40,0,82,6.9,-1
21,0,0,0,0,0,0,0,0,1,3,1,28,12,45,40,0,82,6.9,-1
21,0,0,0,0,0,0,0,0,1,3,1,28,12,45,40,0,82,6.9,-1
21,0,0,0,0,0,0,0,0,1,3,1,28,12,45,40,0,82,6.9,-1
21,0,0,0,0,0,0,0,0,3,3,1,28,12,45,40,0,82,6.9,-1
22,0,0,0,0,0,0,0,0,1,3,1,28,12,45,40,0,82,4.6,300
22,0,0,0,0,0,0,0,0,0,3,1,28,12,42,37,0,82,8.1,60
22,1,0,0,0,0,0,1,0,1,3,1,28,12,42,37,0,82,8.1,60
22,1,0,0,0,0,0,1,0,0,3,1,28,12,42,37,0,82,8.1,60
23,0,0,0,0,0,0,0,0,0,3,1,28,12,41,37,0,86,4.6,60
23,0,0,0,0,0,0,0,0,1,3,1,28,12,41,37,0,86,4.6,60
23,0,0,0,0,0,0,0,0,1,3,1,28,12,41,37,0,86,4.6,60
23,1,0,0,0,1,0,0,0,2,3,1,28,12,41,37,0,86,4.6,60
2,1,0,1,0,0,0,0,0,0,3,1,28,12,36,18,0,48,3.5,-1
2,0,0,0,0,0,0,0,0,0,3,1,28,12,36,18,0,48,3.5,-1
3,0,0,0,0,0,0,0,0,0,3,1,28,12,36,18,0,48,0,0
6,0,0,0,0,0,0,0,0,3,3,1,28,12,36,19,0,50,6.9,130
6,0,0,0,0,0,0,0,0,3,3,1,28,12,36,19,0,50,6.9,130
7,0,0,0,0,0,0,0,0,1,3,1,28,12,36,20,0,52,5.8,-1
7,0,0,0,0,0,0,0,0,1,3,1,28,12,36,20,0,52,5.8,-1
8,0,0,0,0,0,0,0,0,3,3,1,28,12,36,20,0,52,6.9,-1
8,0,0,0,0,0,0,0,0,1,3,1,28,12,36,20,0,52,6.9,-1
8,0,0,0,0,0,0,0,0,1,3,1,28,12,36,20,0,52,6.9,-1
8,0,0,0,0,0,0,0,0,1,3,1,28,12,36,20,0,52,6.9,-1
9,0,0,0,0,0,0,0,0,2,3,1,28,12,37,21,0,52,6.9,50
9,1,0,1,0,0,0,0,0,0,3,1,28,12,37,21,0,52,6.9,50
9,0,0,0,0,0,0,0,0,3,3,1,28,12,37,21,0,52,6.9,50
9,0,0,0,0,0,0,0,0,0,3,1,28,12,37,21,0,52,6.9,50
9,0,0,0,0,0,0,0,0,0,3,1,28,12,37,21,0,52,6.9,50
9,0,0,0,0,0,0,0,0,0,3,1,28,12,37,21,0,52,6.9,50
0,0,0,0,0,0,0,0,0,0,2,1,27,12,37,14,0,38,0,0
0,0,0,0,0,0,0,0,0,2,2,1,27,12,34,17,0,49,4.6,-1
0,0,0,0,0,0,0,0,0,1,2,1,27,12,34,17,0,49,4.6,-1
0,0,0,0,0,0,0,0,0,1,2,1,27,12,34,17,0,49,4.6,-1
0,0,0,0,0,0,0,0,0,1,2,1,27,12,34,17,0,49,4.6,-1
0,0,0,0,0,0,0,0,0,2,2,1,27,12,34,17,0,49,4.6,-1
0,0,0,0,0,0,0,0,0,3,2,1,27,12,34,17,0,49,4.6,-1
10,0,0,0,0,0,0,0,0,1,2,1,27,12,34,18,0,51,0,0
10,0,0,0,0,0,0,0,0,1,2,1,27,12,34,18,0,51,0,0
10,0,0,0,0,0,0,0,0,0,2,1,27,12,34,18,0,51,0,0
10,0,0,0,0,0,0,0,0,1,2,1,27,12,34,18,0,51,0,0
11,1,0,1,0,0,0,0,0,0,2,1,27,12,36,18,0,48,0,0
11,5,0,0,0,0,0,5,0,2,2,1,27,12,36,18,0,48,0,0
11,0,0,0,0,0,0,0,0,1,2,1,27,12,36,18,0,48,0,0
11,0,0,0,0,0,0,0,0,2,2,1,27,12,36,18,0,48,0,0
11,1,0,0,0,0,0,1,0,0,2,1,27,12,36,18,0,48,0,0
11,0,0,0,0,0,0,0,0,1,2,1,27,12,36,18,0,48,0,0
11,0,0,0,0,0,0,0,0,0,2,1,27,12,36,18,0,48,0,0
11,0,0,0,0,0,0,0,0,2,2,1,27,12,36,18,0,48,0,0
11,0,0,0,0,0,0,0,0,3,2,1,27,12,36,18,0,48,0,0
12,2,0,0,0,0,0,2,0,1,2,1,27,12,37,17,0,44,5.8,-1
12,0,0,0,0,0,0,0,0,3,2,1,27,12,37,17,0,44,5.8,-1
12,0,0,0,0,0,0,0,0,1,2,1,27,12,37,17,0,44,5.8,-1
12,0,0,0,0,0,0,0,0,1,2,1,27,12,37,17,0,44,5.8,-1
12,2,0,0,0,0,0,2,0,1,2,1,27,12,37,17,0,44,5.8,-1
12,0,0,0,0,0,0,0,0,1,2,1,27,12,37,17,0,44,5.8,-1
12,0,0,0,0,0,0,0,0,1,2,1,27,12,37,17,0,44,5.8,-1
12,1,0,0,0,0,0,1,0,2,2,1,27,12,37,17,0,44,5.8,-1
13,0,0,0,0,0,0,0,0,3,2,1,27,12,37,16,0,42,0,0
13,0,0,0,0,0,0,0,0,0,2,1,27,12,37,16,0,42,0,0
13,0,0,0,0,0,0,0,0,1,2,1,27,12,37,16,0,42,0,0
13,0,0,0,0,0,0,0,0,1,2,1,27,12,37,16,0,42,0,0
13,0,0,0,0,0,0,0,0,1,2,1,27,12,37,16,0,42,0,0
13,0,0,0,0,0,0,0,0,2,2,1,27,12,37,16,0,42,0,0
13,1,0,0,0,0,0,1,0,1,2,1,27,12,37,16,0,42,0,0
13,1,0,0,0,0,0,1,0,0,2,1,27,12,37,16,0,42,0,0
14,0,0,0,0,0,0,0,0,1,2,1,27,12,38,16,0,40,5.8,-1
14,0,0,0,0,0,0,0,0,2,2,1,27,12,38,16,0,40,5.8,-1
14,0,0,0,0,0,0,0,0,0,2,1,27,12,38,16,0,40,5.8,-1
14,1,0,0,0,0,0,1,0,0,2,1,27,12,38,16,0,40,5.8,-1
14,0,0,0,0,0,0,0,0,0,2,1,27,12,38,16,0,40,5.8,-1
14,0,0,0,0,0,0,0,0,1,2,1,27,12,38,16,0,40,5.8,-1
14,0,0,0,0,0,0,0,0,3,2,1,27,12,38,16,0,40,5.8,-1
14,0,0,0,0,0,0,0,0,3,2,1,27,12,38,16,0,40,5.8,-1
15,0,0,0,0,0,0,0,0,2,2,1,27,12,39,16,0,39,5.8,270
15,0,0,0,0,0,0,0,0,1,2,1,27,12,39,16,0,39,5.8,270
15,0,0,0,0,0,0,0,0,1,2,1,27,12,39,16,0,39,5.8,270
15,1,0,1,0,0,0,0,0,0,2,1,27,12,39,16,0,39,5.8,270
15,0,0,0,0,0,0,0,0,2,2,1,27,12,39,16,0,39,5.8,270
15,0,0,0,0,0,0,0,0,3,2,1,27,12,39,16,0,39,5.8,270
15,0,0,0,0,0,0,0,0,1,2,1,27,12,39,16,0,39,5.8,270
15,0,0,0,0,0,0,0,0,2,2,1,27,12,39,16,0,39,5.8,270
15,1,0,0,0,0,0,1,0,1,2,1,27,12,43,17,0,35,4.6,-1
15,0,0,0,0,0,0,0,0,2,2,1,27,12,43,17,0,35,4.6,-1
15,0,0,0,0,0,0,0,0,3,2,1,27,12,43,17,0,35,4.6,-1
16,0,0,0,0,0,0,0,0,1,2,1,27,12,43,15,0,32,10,4 300
16,0,0,0,0,0,0,0,0,1,2,1,27,12,43,15,0,32,10,4 300
16,0,0,0,0,0,0,0,0,2,2,1,27,12,43,15,0,32,10,4 300
16,0,0,0,0,0,0,0,0,1,2,1,27,12,43,15,0,32,10,4 300
16,0,0,0,0,0,0,0,0,0,2,1,27,12,43,15,0,32,10,4 300
16,0,0,0,0,0,0,0,0,0,2,1,27,12,43,15,0,32,10,4 300
16,0,0,0,0,0,0,0,0,0,2,1,27,12,43,15,0,32,10,4 300
16,1,0,0,0,1,0,0,0,0,2,1,27,12,43,15,0,32,10,4 300
16,0,0,0,0,0,0,0,0,3,2,1,27,12,43,15,0,32,10,4 300
17,0,0,0,0,0,0,0,0,0,2,1,27,12,41,15,0,34,9.2,300
17,0,0,0,0,0,0,0,0,0,2,1,27,12,41,15,0,34,9.2,300
17,1,0,1,0,0,0,0,0,0,2,1,27,12,41,15,0,34,9.2,300
17,0,0,0,0,0,0,0,0,1,2,1,27,12,41,15,0,34,9.2,300
17,0,0,0,0,0,0,0,0,1,2,1,27,12,41,15,0,34,9.2,300
17,1,0,0,0,0,0,1,0,0,2,1,27,12,41,15,0,34,9.2,300
17,4,0,0,0,0,0,4,0,1,2,1,27,12,41,15,0,34,9.2,300
17,2,0,0,0,0,0,2,0,2,2,1,27,12,41,15,0,34,9.2,300
17,0,0,0,0,0,0,0,0,1,2,1,27,12,41,15,0,34,9.2,300
17,0,0,0,0,0,0,0,0,1,2,1,27,12,41,15,0,34,9.2,300
18,0,0,0,0,0,0,0,0,0,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,2,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,0,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,3,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,3,2,1,27,12,40,15,0,36,9.2,300
18,1,0,0,0,1,0,0,0,0,2,1,27,12,40,15,0,36,9.2,300
18,1,0,1,0,0,0,0,0,0,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,1,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,3,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,0,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,1,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,1,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,1,2,1,27,12,40,15,0,36,9.2,300
18,1,0,1,0,0,0,0,0,0,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,0,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,0,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,3,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,1,2,1,27,12,40,15,0,36,9.2,300
18,0,0,0,0,0,0,0,0,0,2,1,27,12,40,15,0,36,9.2,300
19,0,0,0,0,0,0,0,0,3,2,1,27,12,38,16,0,40,5.8,-1
19,0,0,0,0,0,0,0,0,0,2,1,27,12,38,16,0,40,5.8,-1
19,0,0,0,0,0,0,0,0,0,2,1,27,12,38,16,0,40,5.8,-1
19,0,0,0,0,0,0,0,0,0,2,1,27,12,38,16,0,40,5.8,-1
20,0,0,0,0,0,0,0,0,1,2,1,27,12,37,16,0,42,0,0
20,1,0,1,0,0,0,0,0,0,2,1,27,12,37,16,0,42,0,0
20,0,0,0,0,0,0,0,0,2,2,1,27,12,37,16,0,42,0,0
20,0,0,0,0,0,0,0,0,3,2,1,27,12,37,16,0,42,0,0
20,1,0,0,0,0,0,1,0,0,2,1,27,12,37,16,0,42,0,0
20,0,0,0,0,0,0,0,0,0,2,1,27,12,37,16,0,42,0,0
20,0,0,0,0,0,0,0,0,1,2,1,27,12,37,16,0,42,0,0
20,0,0,0,0,0,0,0,0,3,2,1,27,12,37,16,0,42,0,0
21,0,0,0,0,0,0,0,0,1,2,1,27,12,53,34,0,48,12,7 240
21,1,0,0,0,0,0,1,0,1,2,1,27,12,53,34,0,48,12,7 240
21,1,0,0,0,1,0,0,0,0,2,1,27,12,53,34,0,48,12,7 240
21,1,0,1,0,0,0,0,0,0,2,1,27,12,53,34,0,48,12,7 240
22,0,0,0,0,0,0,0,0,1,2,1,27,12,51,34,0,52,9.2,250
22,0,0,0,0,0,0,0,0,0,2,1,27,12,51,34,0,52,9.2,250
23,1,0,1,0,0,0,0,0,0,2,1,27,12,51,34,0,52,8.1,240
4,0,0,0,0,0,0,0,0,2,2,1,27,12,46,37,0,71,3.5,-1
4,2,0,0,0,0,0,2,0,1,2,1,27,12,46,37,0,71,3.5,-1
6,0,0,0,0,0,0,0,0,1,2,1,27,12,46,36,0,68,5.8,-1
6,0,0,0,0,0,0,0,0,0,2,1,27,12,46,36,0,68,5.8,-1
6,0,0,0,0,0,0,0,0,0,2,1,27,12,46,36,0,68,5.8,-1
7,0,0,0,0,0,0,0,0,1,2,1,27,12,47,36,0,65,4.6,250
8,1,0,0,0,0,0,1,0,0,2,1,27,12,48,37,0,66,4.6,260
8,0,0,0,0,0,0,0,0,1,2,1,27,12,48,37,0,66,4.6,260
8,0,0,0,0,0,0,0,0,1,2,1,27,12,48,37,0,66,4.6,260
8,0,0,0,0,0,0,0,0,0,2,1,27,12,48,37,0,66,4.6,260
9,1,0,1,0,0,0,0,0,0,2,1,27,12,49,37,0,63,9.2,270
9,1,0,0,0,0,0,1,0,2,2,1,27,12,49,37,0,63,9.2,270
9,0,0,0,0,0,0,0,0,0,2,1,27,12,49,37,0,63,9.2,270
9,0,0,0,0,0,0,0,0,2,2,1,27,12,49,37,0,63,9.2,270
9,0,0,0,0,0,0,0,0,1,2,1,27,12,49,37,0,63,9.2,270
9,0,0,0,0,0,0,0,0,2,2,1,27,12,49,37,0,63,9.2,270
9,0,0,0,0,0,0,0,0,1,2,1,27,12,49,37,0,63,9.2,270
9,0,0,0,0,0,0,0,0,0,2,1,27,12,49,37,0,63,9.2,270
0,0,0,0,0,0,0,0,0,3,1,1,26,12,45,35,0,68,5.8,240
10,0,0,0,0,0,0,0,0,1,1,1,26,12,51,38,0,61,9.2,260
10,0,0,0,0,0,0,0,0,0,1,1,26,12,51,38,0,61,9.2,260
10,2,0,2,0,0,0,0,0,0,1,1,26,12,51,38,0,61,9.2,260
11,1,0,0,0,0,0,1,0,0,1,1,26,12,52,37,0,57,9.2,260
11,0,0,0,0,0,0,0,0,1,1,1,26,12,52,37,0,57,9.2,260
11,0,0,0,0,0,0,0,0,1,1,1,26,12,52,37,0,57,9.2,260
12,0,0,0,0,0,0,0,0,0,1,1,26,12,53,38,0,56,6.9,-1
12,0,0,0,0,0,0,0,0,0,1,1,26,12,53,38,0,56,6.9,-1
12,1,0,1,0,0,0,0,0,0,1,1,26,12,53,38,0,56,6.9,-1
12,1,0,0,0,0,0,1,0,0,1,1,26,12,53,38,0,56,6.9,-1
12,0,0,0,0,0,0,0,0,1,1,1,26,12,53,38,0,56,6.9,-1
13,0,0,0,0,0,0,0,0,1,1,1,26,12,54,36,0,50,5.8,-1
13,0,0,0,0,0,0,0,0,1,1,1,26,12,54,36,0,50,5.8,-1
13,1,0,0,0,0,0,1,0,0,1,1,26,12,54,36,0,50,5.8,-1
13,1,0,1,0,0,0,0,0,0,1,1,26,12,54,36,0,50,5.8,-1
13,0,0,0,0,0,0,0,0,3,1,1,26,12,54,36,0,50,5.8,-1
13,0,0,0,0,0,0,0,0,1,1,1,26,12,54,36,0,50,5.8,-1
13,0,0,0,0,0,0,0,0,0,1,1,26,12,54,36,0,50,5.8,-1
13,1,0,0,0,0,0,1,0,0,1,1,26,12,54,36,0,50,5.8,-1
13,0,0,0,0,0,0,0,0,1,1,1,26,12,54,36,0,50,5.8,-1
13,0,0,0,0,0,0,0,0,0,1,1,26,12,54,36,0,50,5.8,-1
13,2,0,0,0,0,0,2,0,1,1,1,26,12,54,36,0,50,5.8,-1
14,0,0,0,0,0,0,0,0,1,1,1,26,12,54,35,0,49,15,0 270
14,0,0,0,0,0,0,0,0,3,1,1,26,12,54,35,0,49,15,0 270
14,0,0,0,0,0,0,0,0,2,1,1,26,12,54,35,0,49,15,0 270
14,0,0,0,0,0,0,0,0,1,1,1,26,12,54,35,0,49,15,0 270
14,0,0,0,0,0,0,0,0,3,1,1,26,12,54,35,0,49,15,0 270
14,1,0,0,0,0,0,1,0,1,1,1,26,12,54,35,0,49,15,0 270
14,1,0,0,0,0,0,1,0,1,1,1,26,12,54,35,0,49,15,0 270
14,1,0,1,0,0,0,0,0,0,1,1,26,12,54,35,0,49,15,0 270
14,0,0,0,0,0,0,0,0,0,1,1,26,12,54,35,0,49,15,0 270
14,0,0,0,0,0,0,0,0,1,1,1,26,12,54,35,0,49,15,0 270
14,0,0,0,0,0,0,0,0,1,1,1,26,12,54,35,0,49,15,0 270
14,0,0,0,0,0,0,0,0,3,1,1,26,12,43,34,0,70,3.5,250
14,1,0,1,0,0,0,0,0,0,1,1,26,12,43,34,0,70,3.5,250
14,2,0,0,0,0,0,2,0,0,1,1,26,12,43,34,0,70,3.5,250
14,0,0,0,0,0,0,0,0,1,1,1,26,12,43,34,0,70,3.5,250
15,0,0,0,0,0,0,0,0,0,1,1,26,12,44,34,0,67,0,0
15,0,0,0,0,0,0,0,0,1,1,1,26,12,44,34,0,67,0,0
15,0,0,0,0,0,0,0,0,1,1,1,26,12,44,34,0,67,0,0
15,2,0,0,0,0,0,2,0,0,1,1,26,12,44,34,0,67,0,0
15,0,0,0,0,0,0,0,0,0,1,1,26,12,44,34,0,67,0,0
15,0,0,0,0,0,0,0,0,1,1,1,26,12,44,34,0,67,0,0
15,0,0,0,0,0,0,0,0,0,1,1,26,12,44,34,0,67,0,0
15,1,0,0,0,0,0,1,0,0,1,1,26,12,44,34,0,67,0,0
16,0,0,0,0,0,0,0,0,3,1,1,26,12,45,34,0,65,0,0
16,0,0,0,0,0,0,0,0,1,1,1,26,12,45,34,0,65,0,0
16,0,0,0,0,0,0,0,0,2,1,1,26,12,45,34,0,65,0,0
16,0,0,0,0,0,0,0,0,2,1,1,26,12,45,34,0,65,0,0
16,0,0,0,0,0,0,0,0,1,1,1,26,12,45,34,0,65,0,0
16,1,0,0,0,0,0,1,0,1,1,1,26,12,45,34,0,65,0,0
16,0,0,0,0,0,0,0,0,0,1,1,26,12,45,34,0,65,0,0
16,0,0,0,0,0,0,0,0,0,1,1,26,12,45,34,0,65,0,0
17,0,0,0,0,0,0,0,0,0,1,1,26,12,46,34,0,63,3.5,-1
17,0,0,0,0,0,0,0,0,0,1,1,26,12,46,34,0,63,3.5,-1
17,1,0,0,0,0,0,1,0,1,1,1,26,12,46,34,0,63,3.5,-1
17,0,0,0,0,0,0,0,0,1,1,1,26,12,46,34,0,63,3.5,-1
17,0,0,0,0,0,0,0,0,0,1,1,26,12,46,34,0,63,3.5,-1
17,0,0,0,0,0,0,0,0,0,1,1,26,12,46,34,0,63,3.5,-1
17,1,0,0,0,0,0,1,0,1,1,1,26,12,46,34,0,63,3.5,-1
17,0,0,0,0,0,0,0,0,1,1,1,26,12,46,34,0,63,3.5,-1
18,0,0,0,0,0,0,0,0,2,1,1,26,12,46,34,0,63,8.1,250
18,0,0,0,0,0,0,0,0,1,1,1,26,12,46,34,0,63,8.1,250
18,0,0,0,0,0,0,0,0,2,1,1,26,12,46,34,0,63,8.1,250
18,0,0,0,0,0,0,0,0,3,1,1,26,12,46,34,0,63,8.1,250
18,0,0,0,0,0,0,0,0,1,1,1,26,12,46,34,0,63,8.1,250
18,0,0,0,0,0,0,0,0,1,1,1,26,12,46,34,0,63,8.1,250
19,0,0,0,0,0,0,0,0,3,1,1,26,12,46,34,0,63,10,4 250
19,1,0,1,0,0,0,0,0,0,1,1,26,12,46,34,0,63,10,4 250
19,0,0,0,0,0,0,0,0,0,1,1,26,12,46,34,0,63,10,4 250
