TIME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,day_of_week,weeekday,date,month,TEMPRETURE,DEW,PRECIPITATION,RH,WIND SPD,WIND DIR
14,0,0,0,0,0,0,0,0,0,3,1,23,3,76,43,0,31,3.5,-1
14,1,0,1,0,0,0,0,0,0,3,1,23,3,76,43,0,31,3.5,-1
14,0,0,0,0,0,0,0,0,3,3,1,23,3,76,43,0,31,3.5,-1
14,0,0,0,0,0,0,0,0,1,3,1,23,3,76,43,0,31,3.5,-1
14,0,0,0,0,0,0,0,0,3,3,1,23,3,76,43,0,31,3.5,-1
14,0,0,0,0,0,0,0,0,3,3,1,23,3,76,43,0,31,3.5,-1
14,0,0,0,0,0,0,0,0,0,3,1,23,3,76,43,0,31,3.5,-1
14,1,0,0,0,0,0,1,0,1,3,1,23,3,76,43,0,31,3.5,-1
14,0,0,0,0,0,0,0,0,0,3,1,23,3,76,43,0,31,3.5,-1
14,0,0,0,0,0,0,0,0,1,3,1,23,3,76,43,0,31,3.5,-1
14,2,0,0,0,0,0,2,0,0,3,1,23,3,76,43,0,31,3.5,-1
15,0,0,0,0,0,0,0,0,0,4,1,24,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,0,4,1,24,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,2,4,1,24,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,1,4,1,24,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,1,4,1,24,3,77,43,0,30,3.5,-1
15,2,0,0,0,0,0,2,0,0,4,1,24,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,1,4,1,24,3,77,43,0,30,3.5,-1
15,2,0,0,0,0,0,2,0,0,4,1,24,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,0,4,1,24,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,1,4,1,24,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,3,4,1,24,3,77,43,0,30,3.5,-1
15,1,0,1,0,0,0,0,0,0,3,1,23,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,0,3,1,23,3,77,43,0,30,3.5,-1
15,1,0,1,0,0,0,0,0,0,3,1,23,3,77,43,0,30,3.5,-1
15,1,0,1,0,0,0,0,0,0,3,1,23,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,1,3,1,23,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,0,3,1,23,3,77,43,0,30,3.5,-1
15,1,0,0,0,0,0,1,0,1,3,1,23,3,77,43,0,30,3.5,-1
15,1,0,0,0,1,0,0,0,0,3,1,23,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,2,3,1,23,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,2,3,1,23,3,77,43,0,30,3.5,-1
15,1,0,1,0,0,0,0,0,0,3,1,23,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,2,3,1,23,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,1,3,1,23,3,77,43,0,30,3.5,-1
15,0,0,0,0,0,0,0,0,3,3,1,23,3,77,43,0,30,3.5,-1
16,0,0,0,0,0,0,0,0,1,4,1,24,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,1,4,1,24,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,3,4,1,24,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,1,4,1,24,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,0,4,1,24,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,1,4,1,24,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,1,4,1,24,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,1,4,1,24,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,1,4,1,24,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,0,4,1,24,3,79,43,0,28,4.6,10
16,1,0,0,0,0,0,1,0,1,4,1,24,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,0,4,1,24,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,0,4,1,24,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,1,4,1,24,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,3,4,1,24,3,79,43,0,28,4.6,10
16,2,0,0,0,0,0,2,0,1,4,1,24,3,79,43,0,28,4.6,10
16,1,0,0,0,0,0,1,0,1,3,1,23,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,1,3,1,23,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,3,3,1,23,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,0,3,1,23,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,3,3,1,23,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,3,3,1,23,3,79,43,0,28,4.6,10
16,0,0,0,0,0,0,0,0,3,3,1,23,3,79,43,0,28,4.6,10
17,0,0,0,0,0,0,0,0,1,4,1,24,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,1,4,1,24,3,78,44,0,30,5.8,-1
17,1,0,1,0,0,0,0,0,0,4,1,24,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,0,4,1,24,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,2,4,1,24,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,1,4,1,24,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,0,4,1,24,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,1,4,1,24,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,1,4,1,24,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,0,4,1,24,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,3,4,1,24,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,1,4,1,24,3,78,44,0,30,5.8,-1
17,1,0,0,0,0,0,1,0,1,4,1,24,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,0,3,1,23,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,0,3,1,23,3,78,44,0,30,5.8,-1
17,1,0,0,0,0,0,1,0,1,3,1,23,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,1,3,1,23,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,0,3,1,23,3,78,44,0,30,5.8,-1
17,0,0,0,0,0,0,0,0,1,3,1,23,3,78,44,0,30,5.8,-1
18,0,0,0,0,0,0,0,0,0,4,1,24,3,78,42,0,28,8.1,300
18,0,0,0,0,0,0,0,0,1,4,1,24,3,78,42,0,28,8.1,300
18,0,0,0,0,0,0,0,0,1,4,1,24,3,78,42,0,28,8.1,300
18,0,0,0,0,0,0,0,0,1,4,1,24,3,78,42,0,28,8.1,300
18,0,0,0,0,0,0,0,0,1,4,1,24,3,78,42,0,28,8.1,300
18,0,0,0,0,0,0,0,0,1,4,1,24,3,78,42,0,28,8.1,300
18,0,0,0,0,0,0,0,0,3,4,1,24,3,78,42,0,28,8.1,300
18,0,0,0,0,0,0,0,0,0,4,1,24,3,78,42,0,28,8.1,300
18,0,0,0,0,0,0,0,0,0,4,1,24,3,78,42,0,28,8.1,300
18,0,0,0,0,0,0,0,0,0,4,1,24,3,78,42,0,28,8.1,300
18,1,0,0,0,1,0,0,0,0,4,1,24,3,78,42,0,28,8.1,300
19,0,0,0,0,0,0,0,0,0,4,1,24,3,77,45,0,32,0,0
19,0,0,0,0,0,0,0,0,1,4,1,24,3,77,45,0,32,0,0
19,0,0,0,0,0,0,0,0,0,4,1,24,3,77,45,0,32,0,0
19,0,0,0,0,0,0,0,0,1,4,1,24,3,77,45,0,32,0,0
19,0,0,0,0,0,0,0,0,3,4,1,24,3,77,45,0,32,0,0
19,2,0,0,0,0,0,2,0,1,4,1,24,3,77,45,0,32,0,0
19,0,0,0,0,0,0,0,0,3,4,1,24,3,77,45,0,32,0,0
19,0,0,0,0,0,0,0,0,3,4,1,24,3,77,45,0,32,0,0
19,0,0,0,0,0,0,0,0,0,4,1,24,3,77,45,0,32,0,0
1,4,0,0,0,0,0,4,0,1,4,1,24,3,67,47,0,49,3.5,290
20,0,0,0,0,0,0,0,0,2,4,1,24,3,76,44,0,32,4.6,-1
20,1,0,1,0,0,0,0,0,0,4,1,24,3,76,44,0,32,4.6,-1
20,0,0,0,0,0,0,0,0,1,4,1,24,3,76,44,0,32,4.6,-1
20,2,0,0,0,0,0,2,0,0,4,1,24,3,76,44,0,32,4.6,-1
20,3,0,0,0,0,0,3,0,0,4,1,24,3,76,44,0,32,4.6,-1
21,0,0,0,0,0,0,0,0,0,4,1,24,3,75,44,0,33,5.8,-1
21,6,0,0,0,0,0,6,0,0,4,1,24,3,75,44,0,33,5.8,-1
21,0,0,0,0,0,0,0,0,2,4,1,24,3,75,44,0,33,5.8,-1
21,0,0,0,0,0,0,0,0,1,4,1,24,3,75,44,0,33,5.8,-1
21,0,0,0,0,0,0,0,0,0,4,1,24,3,75,44,0,33,5.8,-1
22,0,0,0,0,0,0,0,0,3,4,1,24,3,74,45,0,36,5.8,280
22,0,0,0,0,0,0,0,0,0,4,1,24,3,74,45,0,36,5.8,280
22,0,0,0,0,0,0,0,0,1,4,1,24,3,74,45,0,36,5.8,280
22,0,0,0,0,0,0,0,0,1,4,1,24,3,74,45,0,36,5.8,280
22,0,0,0,0,0,0,0,0,3,4,1,24,3,74,45,0,36,5.8,280
22,0,0,0,0,0,0,0,0,1,4,1,24,3,74,45,0,36,5.8,280
23,1,0,1,0,0,0,0,0,0,4,1,24,3,71,45,0,39,3.5,290
23,0,0,0,0,0,0,0,0,3,4,1,24,3,71,45,0,39,3.5,290
23,2,0,0,0,0,0,2,0,1,4,1,24,3,71,45,0,39,3.5,290
4,0,0,0,0,0,0,0,0,2,4,1,24,3,61,47,0,60,5.8,-1
5,2,0,0,0,0,0,2,0,0,4,1,24,3,60,46,0,60,6.9,-1
6,0,0,0,0,0,0,0,0,3,4,1,24,3,59,47,0,64,5.8,330
6,0,0,0,0,0,0,0,0,3,4,1,24,3,59,47,0,64,5.8,330
6,0,0,0,0,0,0,0,0,1,4,1,24,3,59,47,0,64,5.8,330
6,0,0,0,0,0,0,0,0,3,4,1,24,3,59,47,0,64,5.8,330
7,0,0,0,0,0,0,0,0,3,4,1,24,3,59,47,0,64,4.6,-1
7,0,0,0,0,0,0,0,0,0,4,1,24,3,59,47,0,64,4.6,-1
7,0,0,0,0,0,0,0,0,0,4,1,24,3,59,47,0,64,4.6,-1
7,3,0,0,0,0,0,3,0,1,4,1,24,3,59,47,0,64,4.6,-1
8,0,0,0,0,0,0,0,0,1,4,1,24,3,60,46,0,60,0,0
8,0,0,0,0,0,0,0,0,1,4,1,24,3,60,46,0,60,0,0
8,0,0,0,0,0,0,0,0,1,4,1,24,3,60,46,0,60,0,0
8,0,0,0,0,0,0,0,0,1,4,1,24,3,60,46,0,60,0,0
8,0,0,0,0,0,0,0,0,0,4,1,24,3,60,46,0,60,0,0
8,0,0,0,0,0,0,0,0,0,4,1,24,3,60,46,0,60,0,0
8,0,0,0,0,0,0,0,0,0,4,1,24,3,60,46,0,60,0,0
8,0,0,0,0,0,0,0,0,1,4,1,24,3,60,46,0,60,0,0
8,0,0,0,0,0,0,0,0,3,4,1,24,3,60,46,0,60,0,0
9,0,0,0,0,0,0,0,0,0,4,1,24,3,62,44,0,52,4.6,-1
9,1,0,0,0,0,0,1,0,3,4,1,24,3,62,44,0,52,4.6,-1
9,0,0,0,0,0,0,0,0,0,4,1,24,3,62,44,0,52,4.6,-1
9,0,0,0,0,0,0,0,0,0,4,1,24,3,62,44,0,52,4.6,-1
0,0,0,0,0,0,0,0,0,1,3,1,23,3,70,46,0,42,0,0
10,0,0,0,0,0,0,0,0,2,3,1,23,3,64,42,0,45,3.5,-1
10,0,0,0,0,0,0,0,0,1,3,1,23,3,64,42,0,45,3.5,-1
10,0,0,0,0,0,0,0,0,3,3,1,23,3,64,42,0,45,3.5,-1
10,0,0,0,0,0,0,0,0,3,3,1,23,3,64,42,0,45,3.5,-1
10,1,0,0,0,0,0,1,0,1,3,1,23,3,64,42,0,45,3.5,-1
11,0,0,0,0,0,0,0,0,1,3,1,23,3,68,42,0,39,5.8,-1
11,0,0,0,0,0,0,0,0,1,3,1,23,3,68,42,0,39,5.8,-1
11,0,0,0,0,0,0,0,0,1,3,1,23,3,68,42,0,39,5.8,-1
11,0,0,0,0,0,0,0,0,3,3,1,23,3,68,42,0,39,5.8,-1
11,0,0,0,0,0,0,0,0,3,3,1,23,3,68,42,0,39,5.8,-1
11,1,0,0,0,0,0,1,0,2,3,1,23,3,68,42,0,39,5.8,-1
11,2,0,2,0,0,0,0,0,0,3,1,23,3,68,42,0,39,5.8,-1
11,0,0,0,0,0,0,0,0,3,3,1,23,3,68,42,0,39,5.8,-1
11,0,0,0,0,0,0,0,0,0,3,1,23,3,68,42,0,39,5.8,-1
11,0,0,0,0,0,0,0,0,1,3,1,23,3,68,42,0,39,5.8,-1
12,0,0,0,0,0,0,0,0,0,3,1,23,3,71,42,0,35,4.6,-1
12,0,0,0,0,0,0,0,0,3,3,1,23,3,71,42,0,35,4.6,-1
12,0,0,0,0,0,0,0,0,1,3,1,23,3,71,42,0,35,4.6,-1
12,0,0,0,0,0,0,0,0,2,3,1,23,3,71,42,0,35,4.6,-1
13,0,0,0,0,0,0,0,0,3,3,1,23,3,74,41,0,31,4.6,-1
13,1,0,0,0,0,0,1,0,1,3,1,23,3,74,41,0,31,4.6,-1
13,0,0,0,0,0,0,0,0,1,3,1,23,3,74,41,0,31,4.6,-1
13,1,0,0,0,0,0,1,0,0,3,1,23,3,74,41,0,31,4.6,-1
13,1,0,1,0,0,0,0,0,0,3,1,23,3,74,41,0,31,4.6,-1
13,0,0,0,0,0,0,0,0,1,3,1,23,3,74,41,0,31,4.6,-1
13,0,0,0,0,0,0,0,0,1,3,1,23,3,74,41,0,31,4.6,-1
17,1,0,0,0,1,0,0,0,0,3,1,23,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,3,3,1,23,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,3,3,1,23,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,1,3,1,23,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,3,3,1,23,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,0,3,1,23,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,3,3,1,23,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,1,3,1,23,3,71,48,0,44,10,4 290
17,1,0,0,0,0,0,1,0,1,3,1,23,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,1,3,1,23,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,1,3,1,23,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,0,2,1,22,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,0,2,1,22,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,1,2,1,22,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,2,2,1,22,3,71,48,0,44,10,4 290
17,3,0,0,0,0,0,3,0,1,2,1,22,3,71,48,0,44,10,4 290
17,1,0,1,0,0,0,0,0,0,2,1,22,3,71,48,0,44,10,4 290
17,2,0,0,0,0,0,2,0,0,2,1,22,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,3,2,1,22,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,3,2,1,22,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,1,2,1,22,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,2,2,1,22,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,1,2,1,22,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,1,2,1,22,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,0,2,1,22,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,1,2,1,22,3,71,48,0,44,10,4 290
17,1,0,1,0,0,0,0,0,0,2,1,22,3,71,48,0,44,10,4 290
17,1,0,0,0,0,0,1,0,1,2,1,22,3,71,48,0,44,10,4 290
17,0,0,0,0,0,0,0,0,1,2,1,22,3,71,48,0,44,10,4 290
18,1,0,0,0,0,0,1,0,1,3,1,23,3,71,50,0,47,9.2,320
18,0,0,0,0,0,0,0,0,0,3,1,23,3,71,50,0,47,9.2,320
18,1,0,1,0,0,0,0,0,0,3,1,23,3,71,50,0,47,9.2,320
18,0,0,0,0,0,0,0,0,0,3,1,23,3,71,50,0,47,9.2,320
18,0,0,0,0,0,0,0,0,1,3,1,23,3,71,50,0,47,9.2,320
18,1,0,0,0,0,0,1,0,0,3,1,23,3,71,50,0,47,9.2,320
18,0,0,0,0,0,0,0,0,1,2,1,22,3,71,50,0,47,9.2,320
18,0,0,0,0,0,0,0,0,0,2,1,22,3,71,50,0,47,9.2,320
18,0,0,0,0,0,0,0,0,1,2,1,22,3,71,50,0,47,9.2,320
18,0,0,0,0,0,0,0,0,3,2,1,22,3,71,50,0,47,9.2,320
18,0,0,0,0,0,0,0,0,1,2,1,22,3,71,50,0,47,9.2,320
18,1,0,1,0,0,0,0,0,0,2,1,22,3,71,50,0,47,9.2,320
18,1,0,0,0,0,0,1,0,1,2,1,22,3,71,50,0,47,9.2,320
18,3,0,0,0,0,0,3,0,0,2,1,22,3,71,50,0,47,9.2,320
19,1,0,0,0,0,0,1,0,0,3,1,23,3,69,48,0,47,6.9,-1
19,0,0,0,0,0,0,0,0,0,3,1,23,3,69,48,0,47,6.9,-1
19,0,0,0,0,0,0,0,0,1,3,1,23,3,69,48,0,47,6.9,-1
19,0,0,0,0,0,0,0,0,3,3,1,23,3,69,48,0,47,6.9,-1
19,0,0,0,0,0,0,0,0,0,3,1,23,3,69,48,0,47,6.9,-1
19,0,0,0,0,0,0,0,0,3,2,1,22,3,69,48,0,47,6.9,-1
19,0,0,0,0,0,0,0,0,2,2,1,22,3,69,48,0,47,6.9,-1
19,0,0,0,0,0,0,0,0,0,2,1,22,3,69,48,0,47,6.9,-1
19,0,0,0,0,0,0,0,0,2,2,1,22,3,69,48,0,47,6.9,-1
19,0,0,0,0,0,0,0,0,2,2,1,22,3,69,48,0,47,6.9,-1
19,0,0,0,0,0,0,0,0,2,2,1,22,3,69,48,0,47,6.9,-1
19,0,0,0,0,0,0,0,0,1,2,1,22,3,69,48,0,47,6.9,-1
20,0,0,0,0,0,0,0,0,0,3,1,23,3,68,48,0,49,6.9,-1
20,3,0,0,0,0,0,3,0,0,3,1,23,3,68,48,0,49,6.9,-1
20,0,0,0,0,0,0,0,0,1,3,1,23,3,68,48,0,49,6.9,-1
20,0,0,0,0,0,0,0,0,1,3,1,23,3,68,48,0,49,6.9,-1
20,0,0,0,0,0,0,0,0,1,3,1,23,3,68,48,0,49,6.9,-1
20,1,0,0,0,0,0,1,0,0,3,1,23,3,68,48,0,49,6.9,-1
20,0,0,0,0,0,0,0,0,3,3,1,23,3,68,48,0,49,6.9,-1
20,1,0,0,0,0,0,1,0,2,3,1,23,3,68,48,0,49,6.9,-1
20,0,1,0,1,0,0,0,0,0,3,1,23,3,68,48,0,49,6.9,-1
20,0,0,0,0,0,0,0,0,0,2,1,22,3,68,48,0,49,6.9,-1
20,0,0,0,0,0,0,0,0,1,2,1,22,3,68,48,0,49,6.9,-1
20,0,0,0,0,0,0,0,0,2,2,1,22,3,68,48,0,49,6.9,-1
20,0,0,0,0,0,0,0,0,3,2,1,22,3,68,48,0,49,6.9,-1
21,0,0,0,0,0,0,0,0,1,3,1,23,3,66,48,0,52,5.8,-1
21,0,0,0,0,0,0,0,0,1,3,1,23,3,66,48,0,52,5.8,-1
21,1,0,0,0,0,0,1,0,1,3,1,23,3,66,48,0,52,5.8,-1
22,0,0,0,0,0,0,0,0,0,3,1,23,3,66,47,0,50,4.6,-1
22,0,0,0,0,0,0,0,0,1,3,1,23,3,66,47,0,50,4.6,-1
22,0,0,0,0,0,0,0,0,0,3,1,23,3,66,47,0,50,4.6,-1
23,4,0,0,0,0,0,4,0,1,3,1,23,3,65,47,0,52,6.9,-1
23,0,0,0,0,0,0,0,0,3,3,1,23,3,65,47,0,52,6.9,-1
2,0,0,0,0,0,0,0,0,1,3,1,23,3,61,44,0,54,11,5 300
2,0,0,0,0,0,0,0,0,2,3,1,23,3,61,44,0,54,11,5 300
6,0,0,0,0,0,0,0,0,1,3,1,23,3,57,43,0,59,8.1,320
6,0,0,0,0,0,0,0,0,1,3,1,23,3,57,43,0,59,8.1,320
6,0,0,0,0,0,0,0,0,1,3,1,23,3,57,43,0,59,8.1,320
6,1,0,1,0,0,0,0,0,0,3,1,23,3,57,43,0,59,8.1,320
6,0,0,0,0,0,0,0,0,1,3,1,23,3,57,43,0,59,8.1,320
6,0,0,0,0,0,0,0,0,3,3,1,23,3,57,43,0,59,8.1,320
7,0,0,0,0,0,0,0,0,0,3,1,23,3,58,44,0,60,6.9,-1
7,0,0,0,0,0,0,0,0,1,3,1,23,3,58,44,0,60,6.9,-1
7,0,0,0,0,0,0,0,0,2,3,1,23,3,58,44,0,60,6.9,-1
7,0,0,0,0,0,0,0,0,1,3,1,23,3,58,44,0,60,6.9,-1
7,0,0,0,0,0,0,0,0,2,3,1,23,3,58,44,0,60,6.9,-1
7,1,0,0,0,0,0,1,0,3,3,1,23,3,58,44,0,60,6.9,-1
8,0,0,0,0,0,0,0,0,2,3,1,23,3,59,45,0,60,8.1,310
8,0,0,0,0,0,0,0,0,1,3,1,23,3,59,45,0,60,8.1,310
8,0,0,0,0,0,0,0,0,1,3,1,23,3,59,45,0,60,8.1,310
8,0,0,0,0,0,0,0,0,1,3,1,23,3,59,45,0,60,8.1,310
8,1,0,1,0,0,0,0,0,0,3,1,23,3,59,45,0,60,8.1,310
8,1,0,1,0,0,0,0,0,0,3,1,23,3,59,45,0,60,8.1,310
8,3,0,0,0,0,0,3,0,3,3,1,23,3,59,45,0,60,8.1,310
8,3,0,0,0,0,0,3,0,0,3,1,23,3,59,45,0,60,8.1,310
8,0,0,0,0,0,0,0,0,0,3,1,23,3,59,45,0,60,8.1,310
8,1,0,0,0,0,0,1,0,1,3,1,23,3,59,45,0,60,8.1,310
8,0,0,0,0,0,0,0,0,1,3,1,23,3,59,45,0,60,8.1,310
8,0,0,0,0,0,0,0,0,1,3,1,23,3,59,45,0,60,8.1,310
8,3,0,0,0,0,0,3,0,1,3,1,23,3,59,45,0,60,8.1,310
8,0,0,0,0,0,0,0,0,0,3,1,23,3,59,45,0,60,8.1,310
8,0,0,0,0,0,0,0,0,1,3,1,23,3,59,45,0,60,8.1,310
8,0,0,0,0,0,0,0,0,3,3,1,23,3,59,45,0,60,8.1,310
8,0,0,0,0,0,0,0,0,3,3,1,23,3,59,45,0,60,8.1,310
9,0,0,0,0,0,0,0,0,2,3,1,23,3,61,46,0,58,9.2,310
9,0,0,0,0,0,0,0,0,1,3,1,23,3,61,46,0,58,9.2,310
9,0,0,0,0,0,0,0,0,1,3,1,23,3,61,46,0,58,9.2,310
9,0,0,0,0,0,0,0,0,1,3,1,23,3,61,46,0,58,9.2,310
9,0,0,0,0,0,0,0,0,0,3,1,23,3,61,46,0,58,9.2,310
9,0,0,0,0,0,0,0,0,0,3,1,23,3,61,46,0,58,9.2,310
9,0,0,0,0,0,0,0,0,1,3,1,23,3,61,46,0,58,9.2,310
9,0,0,0,0,0,0,0,0,1,3,1,23,3,61,46,0,58,9.2,310
9,0,0,0,0,0,0,0,0,0,3,1,23,3,61,46,0,58,9.2,310
0,0,0,0,0,0,0,0,0,2,2,1,22,3,65,48,0,54,5.8,-1
0,0,0,0,0,0,0,0,0,3,2,1,22,3,65,48,0,54,5.8,-1
10,1,0,1,0,0,0,0,0,0,2,1,22,3,63,47,0,56,4.6,310
10,1,0,1,0,0,0,0,0,0,2,1,22,3,63,47,0,56,4.6,310
10,0,0,0,0,0,0,0,0,0,2,1,22,3,63,47,0,56,4.6,310
10,0,0,0,0,0,0,0,0,1,2,1,22,3,63,47,0,56,4.6,310
10,0,0,0,0,0,0,0,0,2,2,1,22,3,63,47,0,56,4.6,310
10,0,0,0,0,0,0,0,0,0,2,1,22,3,63,47,0,56,4.6,310
10,0,0,0,0,0,0,0,0,0,2,1,22,3,63,47,0,56,4.6,310
10,0,0,0,0,0,0,0,0,1,2,1,22,3,63,47,0,56,4.6,310
10,0,0,0,0,0,0,0,0,2,2,1,22,3,63,47,0,56,4.6,310
10,0,0,0,0,0,0,0,0,0,2,1,22,3,63,47,0,56,4.6,310
11,0,0,0,0,0,0,0,0,0,2,1,22,3,67,47,0,49,0,0
11,0,0,0,0,0,0,0,0,1,2,1,22,3,67,47,0,49,0,0
12,0,0,0,0,0,0,0,0,1,2,1,22,3,68,48,0,49,5.8,300
12,0,0,0,0,0,0,0,0,1,2,1,22,3,68,48,0,49,5.8,300
12,1,0,0,0,0,0,1,0,0,2,1,22,3,68,48,0,49,5.8,300
12,1,0,0,0,0,0,1,0,3,2,1,22,3,68,48,0,49,5.8,300
12,0,0,0,0,0,0,0,0,0,2,1,22,3,68,48,0,49,5.8,300
12,0,0,0,0,0,0,0,0,3,2,1,22,3,68,48,0,49,5.8,300
12,0,0,0,0,0,0,0,0,1,2,1,22,3,68,48,0,49,5.8,300
12,0,0,0,0,0,0,0,0,0,2,1,22,3,68,48,0,49,5.8,300
12,0,0,0,0,0,0,0,0,0,2,1,22,3,68,48,0,49,5.8,300
13,4,0,0,0,0,0,4,0,1,2,1,22,3,69,47,0,45,11,5 310
13,0,0,0,0,0,0,0,0,1,2,1,22,3,69,47,0,45,11,5 310
13,0,0,0,0,0,0,0,0,3,2,1,22,3,69,47,0,45,11,5 310
13,0,0,0,0,0,0,0,0,3,2,1,22,3,69,47,0,45,11,5 310
13,0,0,0,0,0,0,0,0,0,2,1,22,3,69,47,0,45,11,5 310
14,0,0,0,0,0,0,0,0,3,2,1,22,3,74,50,0,43,9.2,10
14,0,0,0,0,0,0,0,0,2,2,1,22,3,74,50,0,43,9.2,10
14,0,0,0,0,0,0,0,0,0,2,1,22,3,74,50,0,43,9.2,10
14,0,0,0,0,0,0,0,0,0,2,1,22,3,74,50,0,43,9.2,10
14,1,0,0,0,0,0,1,0,1,2,1,22,3,74,50,0,43,9.2,10
14,0,0,0,0,0,0,0,0,1,2,1,22,3,74,50,0,43,9.2,10
14,0,0,0,0,0,0,0,0,0,2,1,22,3,74,50,0,43,9.2,10
14,0,0,0,0,0,0,0,0,1,2,1,22,3,74,50,0,43,9.2,10
14,1,0,0,0,1,0,0,0,0,2,1,22,3,74,50,0,43,9.2,10
14,0,0,0,0,0,0,0,0,1,2,1,22,3,74,50,0,43,9.2,10
14,0,0,0,0,0,0,0,0,1,2,1,22,3,74,50,0,43,9.2,10
15,0,0,0,0,0,0,0,0,1,2,1,22,3,71,47,0,42,4.6,-1
15,0,0,0,0,0,0,0,0,3,2,1,22,3,71,47,0,42,4.6,-1
